filename,0,File-bits,Entropy,Chi-square,Mean,Monte-Carlo-Pi,Serial-Correlation
./bin/hello-world-clang-linux-x64-O2/hello-world-clang-linux-x64-O2,1,127936,0.328277,98979.184123,0.060210,3.968480,0.456570
./bin/hello-world-clang-linux-x64-O3/hello-world-clang-linux-x64-O3,1,127936,0.328277,98979.184123,0.060210,3.968480,0.456570
./bin/hello-world-clang-linux-x64-Of/hello-world-clang-linux-x64-Of,1,128512,0.337716,98343.006101,0.062609,3.973104,0.459445
./bin/hello-world-clang-linux-x64-Og/hello-world-clang-linux-x64-Og,1,127936,0.328277,98979.184123,0.060210,3.968480,0.456570
./bin/hello-world-clang-linux-x64-Os/hello-world-clang-linux-x64-Os,1,127936,0.328029,99007.332698,0.060147,3.966979,0.456180
./bin/hello-world-clang-linux-x64-static/hello-world-clang-linux-x64-static,1,6816896,0.937309,583811.987685,0.353677,3.323438,0.309146
./bin/hello-world-dotnet-linux-x64-debug/hello-world.dbg,1,43606720,0.945734,3239156.578887,0.363727,3.648232,0.190788
./bin/hello-world-dotnet-linux-x64-release/hello-world,1,10166208,0.966133,473551.594651,0.392087,3.350092,0.205945
./bin/hello-world-dotnet-linux-x64-static/hello-world,1,588984784,0.943969,45154385.887565,0.361558,3.561372,0.166801
./bin/hello-world-gcc-linux-x64-debug/hello-world-gcc-linux-x64-debug,1,136640,0.364179,101278.535158,0.069533,3.970485,0.438259
./bin/hello-world-gcc-linux-x64-O0/hello-world-gcc-linux-x64-O0,1,127808,0.327461,98972.684808,0.060004,3.966942,0.455251
./bin/hello-world-gcc-linux-x64-O1/hello-world-gcc-linux-x64-O1,1,127808,0.326871,99039.575488,0.059855,3.965440,0.457461
./bin/hello-world-gcc-linux-x64-O2/hello-world-gcc-linux-x64-O2,1,127808,0.327523,98965.644999,0.060020,3.974455,0.458297
./bin/hello-world-gcc-linux-x64-O3/hello-world-gcc-linux-x64-O3,1,127808,0.327523,98965.644999,0.060020,3.974455,0.458297
./bin/hello-world-gcc-linux-x64-Of/hello-world-gcc-linux-x64-Of,1,128384,0.338142,98196.024427,0.062718,3.961107,0.461640
./bin/hello-world-gcc-linux-x64-Og/hello-world-gcc-linux-x64-Og,1,127808,0.326871,99039.575488,0.059855,3.965440,0.457461
./bin/hello-world-gcc-linux-x64-Os/hello-world-gcc-linux-x64-Os,1,127808,0.327741,98941.007636,0.060074,3.974455,0.460006
./bin/hello-world-gcc-linux-x64-static/hello-world-gcc-linux-x64-static,1,6750656,0.936013,589912.983997,0.352194,3.338898,0.306425
./bin/hello-world-graalvm-linux-x64-debug/hello-world-graalvm-linux-x64-debug,1,68891968,0.911253,8300425.111567,0.326446,3.906104,0.165583
./bin/hello-world-graalvm-linux-x64-O0/hello-world-graalvm-linux-x64-O0,1,50874752,0.869489,8923471.220681,0.290596,3.617409,0.278269
./bin/hello-world-graalvm-linux-x64-O1/hello-world-graalvm-linux-x64-O1,1,46156160,0.870335,8045034.288314,0.291254,3.612819,0.300926
./bin/hello-world-graalvm-linux-x64-O2/hello-world-graalvm-linux-x64-O2,1,56641920,0.896286,7946781.241365,0.312718,3.536141,0.285000
./bin/hello-world-graalvm-linux-x64-O3/hello-world-graalvm-linux-x64-O3,1,69749120,0.913579,8188012.423300,0.328687,3.471122,0.287707
./bin/hello-world-graalvm-linux-x64-Os/hello-world-graalvm-linux-x64-Os,1,41961856,0.857945,7988524.845141,0.281840,3.670160,0.311647
./bin/hello-world-graalvm-linux-x64-prof/hello-world-graalvm-linux-x64-prof,1,102203712,0.870644,17773032.112220,0.291495,3.912123,0.193699
./bin/jmh-native-graalvm-linux-x64-debug/jmh-native-graalvm-linux-x64-debug,1,180655744,0.906776,22839850.182308,0.322217,3.902222,0.162273
